"X","slug","num","lat","id","name","latest","num_maintainers","modified","created","license","readme","revisions","downloads","num_badges","stars","active_age","age","dependents","pr_makers","size","forks","contributors","num_prs","num_issues","commits","all_downloads","yearly_downloads","num_tools","dependencies","ght_age","hasBadge","hasQABadge","hasCovBadge","hasCIBadge","hasDepMgrBadge","hasInfoBadge","hasPopularityBadge","hasSupportBadge","hasOther"
1931,"compodoc/compodoc",20,3,2884,"@compodoc/compodoc","1.0.0-beta.12",1,"2017-07-09 14:34:50","2017-04-03 08:02:01","MIT","README.md",12,27864,0,170,3,3,1,3,2899877,11,6,10,104,968,85166,85166,9,19,10,1,1,1,1,1,1,0,1,TRUE
1932,"compodoc/compodoc",20,418,2884,"@compodoc/compodoc","1.0.0-beta.12",1,"2017-07-09 14:34:50","2017-04-03 08:02:01","MIT","README.md",12,27864,0,170,3,3,1,3,2899877,11,6,10,104,968,85166,85166,9,19,10,1,1,1,1,1,1,0,1,TRUE
1933,"compodoc/compodoc",20,430,2884,"@compodoc/compodoc","1.0.0-beta.12",1,"2017-07-09 14:34:50","2017-04-03 08:02:01","MIT","README.md",12,27864,0,170,3,3,1,3,2899877,11,6,10,104,968,85166,85166,9,19,10,1,1,1,1,1,1,0,1,TRUE
1934,"compodoc/compodoc",20,629,2884,"@compodoc/compodoc","1.0.0-beta.12",1,"2017-07-09 14:34:50","2017-04-03 08:02:01","MIT","README.md",12,27864,0,170,3,3,1,3,2899877,11,6,10,104,968,85166,85166,9,19,10,1,1,1,1,1,1,0,1,TRUE
1935,"compodoc/compodoc",20,0,2884,"@compodoc/compodoc","1.0.0-beta.12",1,"2017-07-09 14:34:50","2017-04-03 08:02:01","MIT","README.md",12,27864,0,170,3,3,1,3,2899877,11,6,10,104,968,85166,85166,9,19,10,1,1,1,1,1,1,0,1,TRUE
1936,"compodoc/compodoc",20,1270,2884,"@compodoc/compodoc","1.0.0-beta.12",1,"2017-07-09 14:34:50","2017-04-03 08:02:01","MIT","README.md",12,27864,0,170,3,3,1,3,2899877,11,6,10,104,968,85166,85166,9,19,10,1,1,1,1,1,1,0,1,TRUE
1937,"compodoc/compodoc",20,138,2884,"@compodoc/compodoc","1.0.0-beta.12",1,"2017-07-09 14:34:50","2017-04-03 08:02:01","MIT","README.md",12,27864,0,170,3,3,1,3,2899877,11,6,10,104,968,85166,85166,9,19,10,1,1,1,1,1,1,0,1,TRUE
1938,"compodoc/compodoc",20,18,2884,"@compodoc/compodoc","1.0.0-beta.12",1,"2017-07-09 14:34:50","2017-04-03 08:02:01","MIT","README.md",12,27864,0,170,3,3,1,3,2899877,11,6,10,104,968,85166,85166,9,19,10,1,1,1,1,1,1,0,1,TRUE
1939,"compodoc/compodoc",20,160,2884,"@compodoc/compodoc","1.0.0-beta.12",1,"2017-07-09 14:34:50","2017-04-03 08:02:01","MIT","README.md",12,27864,0,170,3,3,1,3,2899877,11,6,10,104,968,85166,85166,9,19,10,1,1,1,1,1,1,0,1,TRUE
1940,"compodoc/compodoc",20,676,2884,"@compodoc/compodoc","1.0.0-beta.12",1,"2017-07-09 14:34:50","2017-04-03 08:02:01","MIT","README.md",12,27864,0,170,3,3,1,3,2899877,11,6,10,104,968,85166,85166,9,19,10,1,1,1,1,1,1,0,1,TRUE
1941,"compodoc/compodoc",20,278,2884,"@compodoc/compodoc","1.0.0-beta.12",1,"2017-07-09 14:34:50","2017-04-03 08:02:01","MIT","README.md",12,27864,0,170,3,3,1,3,2899877,11,6,10,104,968,85166,85166,9,19,10,1,1,1,1,1,1,0,1,TRUE
1942,"compodoc/compodoc",20,305,2884,"@compodoc/compodoc","1.0.0-beta.12",1,"2017-07-09 14:34:50","2017-04-03 08:02:01","MIT","README.md",12,27864,0,170,3,3,1,3,2899877,11,6,10,104,968,85166,85166,9,19,10,1,1,1,1,1,1,0,1,TRUE
1943,"compodoc/compodoc",20,970,2884,"@compodoc/compodoc","1.0.0-beta.12",1,"2017-07-09 14:34:50","2017-04-03 08:02:01","MIT","README.md",12,27864,0,170,3,3,1,3,2899877,11,6,10,104,968,85166,85166,9,19,10,1,1,1,1,1,1,0,1,TRUE
1944,"compodoc/compodoc",20,804,2884,"@compodoc/compodoc","1.0.0-beta.12",1,"2017-07-09 14:34:50","2017-04-03 08:02:01","MIT","README.md",12,27864,0,170,3,3,1,3,2899877,11,6,10,104,968,85166,85166,9,19,10,1,1,1,1,1,1,0,1,TRUE
1945,"compodoc/compodoc",20,155,2884,"@compodoc/compodoc","1.0.0-beta.12",1,"2017-07-09 14:34:50","2017-04-03 08:02:01","MIT","README.md",12,27864,0,170,3,3,1,3,2899877,11,6,10,104,968,85166,85166,9,19,10,1,1,1,1,1,1,0,1,TRUE
1946,"ConsenSys/truffle",36,0,320264,"truffle","3.4.3",2,"2017-07-06 18:43:20","2015-06-29 20:55:40",NA,"README.md",74,16963,1,654,24,24,4,56,1372583,126,31,86,347,593,113861,101141,4,3,26,1,0,0,0,0,1,1,1,TRUE
1947,"ConsenSys/truffle",36,61,320264,"truffle","3.4.3",2,"2017-07-06 18:43:20","2015-06-29 20:55:40",NA,"README.md",74,16963,1,654,24,24,4,56,1372583,126,31,86,347,593,113861,101141,4,3,26,1,0,0,0,0,1,1,1,TRUE
1948,"ConsenSys/truffle",36,343,320264,"truffle","3.4.3",2,"2017-07-06 18:43:20","2015-06-29 20:55:40",NA,"README.md",74,16963,1,654,24,24,4,56,1372583,126,31,86,347,593,113861,101141,4,3,26,1,0,0,0,0,1,1,1,TRUE
1949,"ConsenSys/truffle",36,0,320264,"truffle","3.4.3",2,"2017-07-06 18:43:20","2015-06-29 20:55:40",NA,"README.md",74,16963,1,654,24,24,4,56,1372583,126,31,86,347,593,113861,101141,4,3,26,1,0,0,0,0,1,1,1,TRUE
1950,"ConsenSys/truffle",36,276,320264,"truffle","3.4.3",2,"2017-07-06 18:43:20","2015-06-29 20:55:40",NA,"README.md",74,16963,1,654,24,24,4,56,1372583,126,31,86,347,593,113861,101141,4,3,26,1,0,0,0,0,1,1,1,TRUE
1951,"ConsenSys/truffle",36,276,320264,"truffle","3.4.3",2,"2017-07-06 18:43:20","2015-06-29 20:55:40",NA,"README.md",74,16963,1,654,24,24,4,56,1372583,126,31,86,347,593,113861,101141,4,3,26,1,0,0,0,0,1,1,1,TRUE
1952,"ConsenSys/truffle",36,296,320264,"truffle","3.4.3",2,"2017-07-06 18:43:20","2015-06-29 20:55:40",NA,"README.md",74,16963,1,654,24,24,4,56,1372583,126,31,86,347,593,113861,101141,4,3,26,1,0,0,0,0,1,1,1,TRUE
1953,"ConsenSys/truffle",36,407,320264,"truffle","3.4.3",2,"2017-07-06 18:43:20","2015-06-29 20:55:40",NA,"README.md",74,16963,1,654,24,24,4,56,1372583,126,31,86,347,593,113861,101141,4,3,26,1,0,0,0,0,1,1,1,TRUE
1954,"ConsenSys/truffle",36,378,320264,"truffle","3.4.3",2,"2017-07-06 18:43:20","2015-06-29 20:55:40",NA,"README.md",74,16963,1,654,24,24,4,56,1372583,126,31,86,347,593,113861,101141,4,3,26,1,0,0,0,0,1,1,1,TRUE
1955,"ConsenSys/truffle",36,759,320264,"truffle","3.4.3",2,"2017-07-06 18:43:20","2015-06-29 20:55:40",NA,"README.md",74,16963,1,654,24,24,4,56,1372583,126,31,86,347,593,113861,101141,4,3,26,1,0,0,0,0,1,1,1,TRUE
1956,"ConsenSys/truffle",36,400,320264,"truffle","3.4.3",2,"2017-07-06 18:43:20","2015-06-29 20:55:40",NA,"README.md",74,16963,1,654,24,24,4,56,1372583,126,31,86,347,593,113861,101141,4,3,26,1,0,0,0,0,1,1,1,TRUE
1957,"ConsenSys/truffle",36,0,320264,"truffle","3.4.3",2,"2017-07-06 18:43:20","2015-06-29 20:55:40",NA,"README.md",74,16963,1,654,24,24,4,56,1372583,126,31,86,347,593,113861,101141,4,3,26,1,0,0,0,0,1,1,1,TRUE
1958,"ConsenSys/truffle",36,0,320264,"truffle","3.4.3",2,"2017-07-06 18:43:20","2015-06-29 20:55:40",NA,"README.md",74,16963,1,654,24,24,4,56,1372583,126,31,86,347,593,113861,101141,4,3,26,1,0,0,0,0,1,1,1,TRUE
1959,"ConsenSys/truffle",36,436,320264,"truffle","3.4.3",2,"2017-07-06 18:43:20","2015-06-29 20:55:40",NA,"README.md",74,16963,1,654,24,24,4,56,1372583,126,31,86,347,593,113861,101141,4,3,26,1,0,0,0,0,1,1,1,TRUE
1960,"ConsenSys/truffle",36,489,320264,"truffle","3.4.3",2,"2017-07-06 18:43:20","2015-06-29 20:55:40",NA,"README.md",74,16963,1,654,24,24,4,56,1372583,126,31,86,347,593,113861,101141,4,3,26,1,0,0,0,0,1,1,1,TRUE
1961,"ConsenSys/truffle",36,1,320264,"truffle","3.4.3",2,"2017-07-06 18:43:20","2015-06-29 20:55:40",NA,"README.md",74,16963,1,654,24,24,4,56,1372583,126,31,86,347,593,113861,101141,4,3,26,1,0,0,0,0,1,1,1,TRUE
1962,"ConsenSys/truffle",36,598,320264,"truffle","3.4.3",2,"2017-07-06 18:43:20","2015-06-29 20:55:40",NA,"README.md",74,16963,1,654,24,24,4,56,1372583,126,31,86,347,593,113861,101141,4,3,26,1,0,0,0,0,1,1,1,TRUE
1963,"ConsenSys/truffle",36,638,320264,"truffle","3.4.3",2,"2017-07-06 18:43:20","2015-06-29 20:55:40",NA,"README.md",74,16963,1,654,24,24,4,56,1372583,126,31,86,347,593,113861,101141,4,3,26,1,0,0,0,0,1,1,1,TRUE
1964,"ConsenSys/truffle",36,642,320264,"truffle","3.4.3",2,"2017-07-06 18:43:20","2015-06-29 20:55:40",NA,"README.md",74,16963,1,654,24,24,4,56,1372583,126,31,86,347,593,113861,101141,4,3,26,1,0,0,0,0,1,1,1,TRUE
1965,"ConsenSys/truffle",36,61,320264,"truffle","3.4.3",2,"2017-07-06 18:43:20","2015-06-29 20:55:40",NA,"README.md",74,16963,1,654,24,24,4,56,1372583,126,31,86,347,593,113861,101141,4,3,26,1,0,0,0,0,1,1,1,TRUE
1966,"ConsenSys/truffle",36,686,320264,"truffle","3.4.3",2,"2017-07-06 18:43:20","2015-06-29 20:55:40",NA,"README.md",74,16963,1,654,24,24,4,56,1372583,126,31,86,347,593,113861,101141,4,3,26,1,0,0,0,0,1,1,1,TRUE
1967,"ConsenSys/truffle",36,692,320264,"truffle","3.4.3",2,"2017-07-06 18:43:20","2015-06-29 20:55:40",NA,"README.md",74,16963,1,654,24,24,4,56,1372583,126,31,86,347,593,113861,101141,4,3,26,1,0,0,0,0,1,1,1,TRUE
1968,"ConsenSys/truffle",36,760,320264,"truffle","3.4.3",2,"2017-07-06 18:43:20","2015-06-29 20:55:40",NA,"README.md",74,16963,1,654,24,24,4,56,1372583,126,31,86,347,593,113861,101141,4,3,26,1,0,0,0,0,1,1,1,TRUE
1969,"ConsenSys/truffle",36,757,320264,"truffle","3.4.3",2,"2017-07-06 18:43:20","2015-06-29 20:55:40",NA,"README.md",74,16963,1,654,24,24,4,56,1372583,126,31,86,347,593,113861,101141,4,3,26,1,0,0,0,0,1,1,1,TRUE
1970,"ConsenSys/truffle",36,801,320264,"truffle","3.4.3",2,"2017-07-06 18:43:20","2015-06-29 20:55:40",NA,"README.md",74,16963,1,654,24,24,4,56,1372583,126,31,86,347,593,113861,101141,4,3,26,1,0,0,0,0,1,1,1,TRUE
1971,"ConsenSys/truffle",36,0,320264,"truffle","3.4.3",2,"2017-07-06 18:43:20","2015-06-29 20:55:40",NA,"README.md",74,16963,1,654,24,24,4,56,1372583,126,31,86,347,593,113861,101141,4,3,26,1,0,0,0,0,1,1,1,TRUE
1972,"ConsenSys/truffle",36,794,320264,"truffle","3.4.3",2,"2017-07-06 18:43:20","2015-06-29 20:55:40",NA,"README.md",74,16963,1,654,24,24,4,56,1372583,126,31,86,347,593,113861,101141,4,3,26,1,0,0,0,0,1,1,1,TRUE
1973,"ConsenSys/truffle",36,845,320264,"truffle","3.4.3",2,"2017-07-06 18:43:20","2015-06-29 20:55:40",NA,"README.md",74,16963,1,654,24,24,4,56,1372583,126,31,86,347,593,113861,101141,4,3,26,1,0,0,0,0,1,1,1,TRUE
1974,"ConsenSys/truffle",36,843,320264,"truffle","3.4.3",2,"2017-07-06 18:43:20","2015-06-29 20:55:40",NA,"README.md",74,16963,1,654,24,24,4,56,1372583,126,31,86,347,593,113861,101141,4,3,26,1,0,0,0,0,1,1,1,TRUE
1975,"ConsenSys/truffle",36,895,320264,"truffle","3.4.3",2,"2017-07-06 18:43:20","2015-06-29 20:55:40",NA,"README.md",74,16963,1,654,24,24,4,56,1372583,126,31,86,347,593,113861,101141,4,3,26,1,0,0,0,0,1,1,1,TRUE
1976,"ConsenSys/truffle",36,0,320264,"truffle","3.4.3",2,"2017-07-06 18:43:20","2015-06-29 20:55:40",NA,"README.md",74,16963,1,654,24,24,4,56,1372583,126,31,86,347,593,113861,101141,4,3,26,1,0,0,0,0,1,1,1,TRUE
1977,"ConsenSys/truffle",36,117,320264,"truffle","3.4.3",2,"2017-07-06 18:43:20","2015-06-29 20:55:40",NA,"README.md",74,16963,1,654,24,24,4,56,1372583,126,31,86,347,593,113861,101141,4,3,26,1,0,0,0,0,1,1,1,TRUE
1978,"ConsenSys/truffle",36,0,320264,"truffle","3.4.3",2,"2017-07-06 18:43:20","2015-06-29 20:55:40",NA,"README.md",74,16963,1,654,24,24,4,56,1372583,126,31,86,347,593,113861,101141,4,3,26,1,0,0,0,0,1,1,1,TRUE
1979,"ConsenSys/truffle",36,524,320264,"truffle","3.4.3",2,"2017-07-06 18:43:20","2015-06-29 20:55:40",NA,"README.md",74,16963,1,654,24,24,4,56,1372583,126,31,86,347,593,113861,101141,4,3,26,1,0,0,0,0,1,1,1,TRUE
1980,"ConsenSys/truffle",36,0,320264,"truffle","3.4.3",2,"2017-07-06 18:43:20","2015-06-29 20:55:40",NA,"README.md",74,16963,1,654,24,24,4,56,1372583,126,31,86,347,593,113861,101141,4,3,26,1,0,0,0,0,1,1,1,TRUE
1981,"ConsenSys/truffle",36,0,320264,"truffle","3.4.3",2,"2017-07-06 18:43:20","2015-06-29 20:55:40",NA,"README.md",74,16963,1,654,24,24,4,56,1372583,126,31,86,347,593,113861,101141,4,3,26,1,0,0,0,0,1,1,1,TRUE
1982,"conventional-changelog/standard-version",11,49,301048,"standard-version","4.2.0",4,"2017-06-22 09:53:50","2016-04-08 23:29:13","ISC","README.md",17,61585,6,262,14,15,8,20,16559,36,8,83,150,111,385660,362406,5,7,16,1,1,1,1,0,1,0,1,TRUE
1983,"conventional-changelog/standard-version",11,1107,301048,"standard-version","4.2.0",4,"2017-06-22 09:53:50","2016-04-08 23:29:13","ISC","README.md",17,61585,6,262,14,15,8,20,16559,36,8,83,150,111,385660,362406,5,7,16,1,1,1,1,0,1,0,1,TRUE
1984,"conventional-changelog/standard-version",11,93,301048,"standard-version","4.2.0",4,"2017-06-22 09:53:50","2016-04-08 23:29:13","ISC","README.md",17,61585,6,262,14,15,8,20,16559,36,8,83,150,111,385660,362406,5,7,16,1,1,1,1,0,1,0,1,TRUE
1985,"conventional-changelog/standard-version",11,0,301048,"standard-version","4.2.0",4,"2017-06-22 09:53:50","2016-04-08 23:29:13","ISC","README.md",17,61585,6,262,14,15,8,20,16559,36,8,83,150,111,385660,362406,5,7,16,1,1,1,1,0,1,0,1,TRUE
1986,"conventional-changelog/standard-version",11,14,301048,"standard-version","4.2.0",4,"2017-06-22 09:53:50","2016-04-08 23:29:13","ISC","README.md",17,61585,6,262,14,15,8,20,16559,36,8,83,150,111,385660,362406,5,7,16,1,1,1,1,0,1,0,1,TRUE
1987,"conventional-changelog/standard-version",11,431,301048,"standard-version","4.2.0",4,"2017-06-22 09:53:50","2016-04-08 23:29:13","ISC","README.md",17,61585,6,262,14,15,8,20,16559,36,8,83,150,111,385660,362406,5,7,16,1,1,1,1,0,1,0,1,TRUE
1988,"conventional-changelog/standard-version",11,22,301048,"standard-version","4.2.0",4,"2017-06-22 09:53:50","2016-04-08 23:29:13","ISC","README.md",17,61585,6,262,14,15,8,20,16559,36,8,83,150,111,385660,362406,5,7,16,1,1,1,1,0,1,0,1,TRUE
1989,"conventional-changelog/standard-version",11,20,301048,"standard-version","4.2.0",4,"2017-06-22 09:53:50","2016-04-08 23:29:13","ISC","README.md",17,61585,6,262,14,15,8,20,16559,36,8,83,150,111,385660,362406,5,7,16,1,1,1,1,0,1,0,1,TRUE
1990,"conventional-changelog/standard-version",11,3,301048,"standard-version","4.2.0",4,"2017-06-22 09:53:50","2016-04-08 23:29:13","ISC","README.md",17,61585,6,262,14,15,8,20,16559,36,8,83,150,111,385660,362406,5,7,16,1,1,1,1,0,1,0,1,TRUE
1991,"conventional-changelog/standard-version",11,58,301048,"standard-version","4.2.0",4,"2017-06-22 09:53:50","2016-04-08 23:29:13","ISC","README.md",17,61585,6,262,14,15,8,20,16559,36,8,83,150,111,385660,362406,5,7,16,1,1,1,1,0,1,0,1,TRUE
1992,"conventional-changelog/standard-version",11,1632,301048,"standard-version","4.2.0",4,"2017-06-22 09:53:50","2016-04-08 23:29:13","ISC","README.md",17,61585,6,262,14,15,8,20,16559,36,8,83,150,111,385660,362406,5,7,16,1,1,1,1,0,1,0,1,TRUE
1993,"cssinjs/jss",13,326,166714,"jss","8.0.0",1,"2017-07-04 14:36:43","2011-02-09 05:23:32","MIT","readme.md",111,131414,4,514,76,77,80,16,74225,29,34,28,174,974,987319,870990,5,2,34,1,1,1,1,1,0,0,1,TRUE
1994,"cssinjs/jss",13,673,166714,"jss","8.0.0",1,"2017-07-04 14:36:43","2011-02-09 05:23:32","MIT","readme.md",111,131414,4,514,76,77,80,16,74225,29,34,28,174,974,987319,870990,5,2,34,1,1,1,1,1,0,0,1,TRUE
1995,"cssinjs/jss",13,0,166714,"jss","8.0.0",1,"2017-07-04 14:36:43","2011-02-09 05:23:32","MIT","readme.md",111,131414,4,514,76,77,80,16,74225,29,34,28,174,974,987319,870990,5,2,34,1,1,1,1,1,0,0,1,TRUE
1996,"cssinjs/jss",13,0,166714,"jss","8.0.0",1,"2017-07-04 14:36:43","2011-02-09 05:23:32","MIT","readme.md",111,131414,4,514,76,77,80,16,74225,29,34,28,174,974,987319,870990,5,2,34,1,1,1,1,1,0,0,1,TRUE
1997,"cssinjs/jss",13,0,166714,"jss","8.0.0",1,"2017-07-04 14:36:43","2011-02-09 05:23:32","MIT","readme.md",111,131414,4,514,76,77,80,16,74225,29,34,28,174,974,987319,870990,5,2,34,1,1,1,1,1,0,0,1,TRUE
1998,"cssinjs/jss",13,958,166714,"jss","8.0.0",1,"2017-07-04 14:36:43","2011-02-09 05:23:32","MIT","readme.md",111,131414,4,514,76,77,80,16,74225,29,34,28,174,974,987319,870990,5,2,34,1,1,1,1,1,0,0,1,TRUE
1999,"cssinjs/jss",13,54,166714,"jss","8.0.0",1,"2017-07-04 14:36:43","2011-02-09 05:23:32","MIT","readme.md",111,131414,4,514,76,77,80,16,74225,29,34,28,174,974,987319,870990,5,2,34,1,1,1,1,1,0,0,1,TRUE
2000,"cssinjs/jss",13,17,166714,"jss","8.0.0",1,"2017-07-04 14:36:43","2011-02-09 05:23:32","MIT","readme.md",111,131414,4,514,76,77,80,16,74225,29,34,28,174,974,987319,870990,5,2,34,1,1,1,1,1,0,0,1,TRUE
2001,"cssinjs/jss",13,1616,166714,"jss","8.0.0",1,"2017-07-04 14:36:43","2011-02-09 05:23:32","MIT","readme.md",111,131414,4,514,76,77,80,16,74225,29,34,28,174,974,987319,870990,5,2,34,1,1,1,1,1,0,0,1,TRUE
2002,"cssinjs/jss",13,149,166714,"jss","8.0.0",1,"2017-07-04 14:36:43","2011-02-09 05:23:32","MIT","readme.md",111,131414,4,514,76,77,80,16,74225,29,34,28,174,974,987319,870990,5,2,34,1,1,1,1,1,0,0,1,TRUE
2003,"cssinjs/jss",13,0,166714,"jss","8.0.0",1,"2017-07-04 14:36:43","2011-02-09 05:23:32","MIT","readme.md",111,131414,4,514,76,77,80,16,74225,29,34,28,174,974,987319,870990,5,2,34,1,1,1,1,1,0,0,1,TRUE
2004,"cssinjs/jss",13,3,166714,"jss","8.0.0",1,"2017-07-04 14:36:43","2011-02-09 05:23:32","MIT","readme.md",111,131414,4,514,76,77,80,16,74225,29,34,28,174,974,987319,870990,5,2,34,1,1,1,1,1,0,0,1,TRUE
2005,"cssinjs/jss",13,296,166714,"jss","8.0.0",1,"2017-07-04 14:36:43","2011-02-09 05:23:32","MIT","readme.md",111,131414,4,514,76,77,80,16,74225,29,34,28,174,974,987319,870990,5,2,34,1,1,1,1,1,0,0,1,TRUE
2006,"cujojs/most",8,0,198760,"most","1.5.0",5,"2017-07-06 21:00:29","2013-10-23 21:52:02","MIT","README.md",67,4783,3,1671,44,44,82,41,130469,95,22,225,397,762,84644,60676,5,3,46,1,1,0,1,1,0,0,1,TRUE
2007,"cujojs/most",8,42,198760,"most","1.5.0",5,"2017-07-06 21:00:29","2013-10-23 21:52:02","MIT","README.md",67,4783,3,1671,44,44,82,41,130469,95,22,225,397,762,84644,60676,5,3,46,1,1,0,1,1,0,0,1,TRUE
2008,"cujojs/most",8,21,198760,"most","1.5.0",5,"2017-07-06 21:00:29","2013-10-23 21:52:02","MIT","README.md",67,4783,3,1671,44,44,82,41,130469,95,22,225,397,762,84644,60676,5,3,46,1,1,0,1,1,0,0,1,TRUE
2009,"cujojs/most",8,1320,198760,"most","1.5.0",5,"2017-07-06 21:00:29","2013-10-23 21:52:02","MIT","README.md",67,4783,3,1671,44,44,82,41,130469,95,22,225,397,762,84644,60676,5,3,46,1,1,0,1,1,0,0,1,TRUE
2010,"cujojs/most",8,67,198760,"most","1.5.0",5,"2017-07-06 21:00:29","2013-10-23 21:52:02","MIT","README.md",67,4783,3,1671,44,44,82,41,130469,95,22,225,397,762,84644,60676,5,3,46,1,1,0,1,1,0,0,1,TRUE
2011,"cujojs/most",8,349,198760,"most","1.5.0",5,"2017-07-06 21:00:29","2013-10-23 21:52:02","MIT","README.md",67,4783,3,1671,44,44,82,41,130469,95,22,225,397,762,84644,60676,5,3,46,1,1,0,1,1,0,0,1,TRUE
2012,"cujojs/most",8,6,198760,"most","1.5.0",5,"2017-07-06 21:00:29","2013-10-23 21:52:02","MIT","README.md",67,4783,3,1671,44,44,82,41,130469,95,22,225,397,762,84644,60676,5,3,46,1,1,0,1,1,0,0,1,TRUE
2013,"cujojs/most",8,53,198760,"most","1.5.0",5,"2017-07-06 21:00:29","2013-10-23 21:52:02","MIT","README.md",67,4783,3,1671,44,44,82,41,130469,95,22,225,397,762,84644,60676,5,3,46,1,1,0,1,1,0,0,1,TRUE
2014,"dalelotts/angular-bootstrap-datetimepicker",4,6,23517,"angular-bootstrap-datetimepicker","1.1.4",1,"2017-03-31 03:46:21","2015-03-12 11:50:04","MIT","README.md",14,11155,10,974,24,28,3,84,182389,282,19,103,364,288,119636,93399,13,2,49,1,1,1,1,1,1,1,1,TRUE
2015,"dalelotts/angular-bootstrap-datetimepicker",4,1,23517,"angular-bootstrap-datetimepicker","1.1.4",1,"2017-03-31 03:46:21","2015-03-12 11:50:04","MIT","README.md",14,11155,10,974,24,28,3,84,182389,282,19,103,364,288,119636,93399,13,2,49,1,1,1,1,1,1,1,1,TRUE
2016,"dalelotts/angular-bootstrap-datetimepicker",4,309,23517,"angular-bootstrap-datetimepicker","1.1.4",1,"2017-03-31 03:46:21","2015-03-12 11:50:04","MIT","README.md",14,11155,10,974,24,28,3,84,182389,282,19,103,364,288,119636,93399,13,2,49,1,1,1,1,1,1,1,1,TRUE
2017,"dalelotts/angular-bootstrap-datetimepicker",4,0,23517,"angular-bootstrap-datetimepicker","1.1.4",1,"2017-03-31 03:46:21","2015-03-12 11:50:04","MIT","README.md",14,11155,10,974,24,28,3,84,182389,282,19,103,364,288,119636,93399,13,2,49,1,1,1,1,1,1,1,1,TRUE
2027,"danmactough/node-feedparser",1,0,101610,"feedparser","2.2.1",1,"2017-06-22 18:27:26","2011-09-15 18:21:58","MIT","README.md",91,81895,3,900,69,69,172,35,213003,136,24,40,195,359,1662652,1022962,3,8,71,1,1,0,1,0,0,0,1,TRUE
2028,"Dash-Industry-Forum/dash.js",54,1176,72700,"dashjs","2.5.0",2,"2017-05-18 10:19:53","2014-09-03 01:53:24","BSD-3-Clause","README.md",11,8559,2,1503,32,34,5,118,3416309,514,102,798,1766,2703,59927,56522,3,2,57,1,1,0,1,0,0,0,1,TRUE
2029,"Dash-Industry-Forum/dash.js",54,0,72700,"dashjs","2.5.0",2,"2017-05-18 10:19:53","2014-09-03 01:53:24","BSD-3-Clause","README.md",11,8559,2,1503,32,34,5,118,3416309,514,102,798,1766,2703,59927,56522,3,2,57,1,1,0,1,0,0,0,1,TRUE
2030,"Dash-Industry-Forum/dash.js",54,1068,72700,"dashjs","2.5.0",2,"2017-05-18 10:19:53","2014-09-03 01:53:24","BSD-3-Clause","README.md",11,8559,2,1503,32,34,5,118,3416309,514,102,798,1766,2703,59927,56522,3,2,57,1,1,0,1,0,0,0,1,TRUE
2031,"Dash-Industry-Forum/dash.js",54,334,72700,"dashjs","2.5.0",2,"2017-05-18 10:19:53","2014-09-03 01:53:24","BSD-3-Clause","README.md",11,8559,2,1503,32,34,5,118,3416309,514,102,798,1766,2703,59927,56522,3,2,57,1,1,0,1,0,0,0,1,TRUE
2032,"Dash-Industry-Forum/dash.js",54,283,72700,"dashjs","2.5.0",2,"2017-05-18 10:19:53","2014-09-03 01:53:24","BSD-3-Clause","README.md",11,8559,2,1503,32,34,5,118,3416309,514,102,798,1766,2703,59927,56522,3,2,57,1,1,0,1,0,0,0,1,TRUE
2033,"Dash-Industry-Forum/dash.js",54,413,72700,"dashjs","2.5.0",2,"2017-05-18 10:19:53","2014-09-03 01:53:24","BSD-3-Clause","README.md",11,8559,2,1503,32,34,5,118,3416309,514,102,798,1766,2703,59927,56522,3,2,57,1,1,0,1,0,0,0,1,TRUE
2034,"Dash-Industry-Forum/dash.js",54,366,72700,"dashjs","2.5.0",2,"2017-05-18 10:19:53","2014-09-03 01:53:24","BSD-3-Clause","README.md",11,8559,2,1503,32,34,5,118,3416309,514,102,798,1766,2703,59927,56522,3,2,57,1,1,0,1,0,0,0,1,TRUE
2035,"Dash-Industry-Forum/dash.js",54,6,72700,"dashjs","2.5.0",2,"2017-05-18 10:19:53","2014-09-03 01:53:24","BSD-3-Clause","README.md",11,8559,2,1503,32,34,5,118,3416309,514,102,798,1766,2703,59927,56522,3,2,57,1,1,0,1,0,0,0,1,TRUE
2036,"Dash-Industry-Forum/dash.js",54,7,72700,"dashjs","2.5.0",2,"2017-05-18 10:19:53","2014-09-03 01:53:24","BSD-3-Clause","README.md",11,8559,2,1503,32,34,5,118,3416309,514,102,798,1766,2703,59927,56522,3,2,57,1,1,0,1,0,0,0,1,TRUE
2037,"Dash-Industry-Forum/dash.js",54,1,72700,"dashjs","2.5.0",2,"2017-05-18 10:19:53","2014-09-03 01:53:24","BSD-3-Clause","README.md",11,8559,2,1503,32,34,5,118,3416309,514,102,798,1766,2703,59927,56522,3,2,57,1,1,0,1,0,0,0,1,TRUE
2038,"Dash-Industry-Forum/dash.js",54,2,72700,"dashjs","2.5.0",2,"2017-05-18 10:19:53","2014-09-03 01:53:24","BSD-3-Clause","README.md",11,8559,2,1503,32,34,5,118,3416309,514,102,798,1766,2703,59927,56522,3,2,57,1,1,0,1,0,0,0,1,TRUE
2039,"Dash-Industry-Forum/dash.js",54,4,72700,"dashjs","2.5.0",2,"2017-05-18 10:19:53","2014-09-03 01:53:24","BSD-3-Clause","README.md",11,8559,2,1503,32,34,5,118,3416309,514,102,798,1766,2703,59927,56522,3,2,57,1,1,0,1,0,0,0,1,TRUE
